2009-2010 Award Year FFEL Volume by School,,,,,,,,,,,,,,,,,,,,,,,,
Award Year Quarterly Activity  (04/01/2010-06/30/2010),,,,,,,,,,,,,,,,,,,,,,,,
Data Run: 4/5/2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, FFEL SUBSIDIZED ,,,,, FFEL UNSUBSIDIZED ,,,,, FFEL PARENT PLUS ,,,,,FFEL GRAD PLUS,,,,
02070500,CONCORDIA UNIVERSITY,CA,926123203,PRIVATE, 7 , 7 ," $10,997.00 ",7," $10,997.00 ", 20 , 21 ," $67,185.00 ",22," $67,185.00 ", 1 , 1 ," $3,900.00 ",2," $3,900.00 ", -   , -   , $-   ,0, $-   
02075800,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE),CA,900131829,PRIVATE, 59 , 59 ," $441,283.00 ",67," $460,115.00 ", 59 , 61 ," $606,625.00 ",70," $636,625.00 ", 4 , 4 ," $44,100.00 ",4," $44,100.00 ", 22 , 24 ," $140,295.00 ",30," $205,735.00 "
02091200,ELEGANCE INTERNATIONAL,CA,900286106,PROPRIETARY, 21 , 21 ," $61,436.00 ",54," $78,752.00 ", 18 , 18 ," $88,482.00 ",43," $105,183.00 ", 8 , 9 ," $76,405.00 ",22," $100,317.00 ", -   , -   , $-   ,0, $-   
02091700,KAPLAN COLLEGE,CA,921231509,PROPRIETARY, 5 , 5 ," $7,500.00 ",38," $58,958.00 ", 6 , 6 ," $15,750.00 ",39," $76,648.00 ", -   , -   , $-   ,1, $667.00 , -   , -   , $-   ,0, $-   
02096100,FIELDING GRADUATE UNIVERSITY,CA,931053538,PRIVATE, 143 , 145 ," $799,492.00 ",810," $2,503,932.00 ", 148 , 151 ," $1,205,524.00 ","1,043"," $5,536,192.00 ", -   , -   , $-   ,0, $-   , 18 , 18 ," $259,122.00 ",175," $1,164,610.00 "
02099200,AMERICAN CONSERVATORY THEATER FOUNDATION,CA,941085800,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 1 , 1 ," $8,000.00 ",1," $8,000.00 "
02110200,COLUMBIA COLLEGE - HOLLYWOOD,CA,913561411,PRIVATE, 42 , 44 ," $149,874.00 ",271," $388,092.00 ", 43 , 45 ," $167,250.00 ",293," $445,630.00 ", 8 , 8 ," $94,061.00 ",67," $393,895.00 ", -   , -   , $-   ,0, $-   
02110800,CALIFORNIA COLLEGE SAN DIEGO,CA,921083821,PROPRIETARY, 262 , 271 ," $1,038,132.00 ",744," $1,534,985.00 ", 243 , 250 ," $1,135,692.00 ",698," $1,734,668.00 ", 2 , 2 ," $23,564.00 ",6," $32,894.00 ", -   , -   , $-   ,0, $-   
02111300,CUYAMACA COLLEGE,CA,920194304,PUBLIC, 29 , 29 ," $88,505.00 ",30," $88,193.00 ", 18 , 18 ," $47,661.00 ",18," $47,188.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02119100,MISSION COLLEGE,CA,950541897,PUBLIC, 29 , 30 ," $91,700.00 ",133," $178,408.00 ", 10 , 10 ," $34,011.00 ",50," $72,881.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02120600,SAYBROOK UNIVERSITY,CA,941111920,PRIVATE, 19 , 19 ," $155,085.00 ",109," $485,151.00 ", 21 , 21 ," $271,415.00 ",114," $773,587.00 ", -   , -   , $-   ,0, $-   , 21 , 22 ," $296,325.00 ",74," $656,645.00 "
02120900,ITT TECHNICAL INSTITUTE,CA,956706047,PROPRIETARY, 309 , 316 ," $1,066,063.00 ","1,758"," $2,373,088.00 ", 291 , 294 ," $1,573,106.00 ","1,637"," $3,278,921.00 ", 10 , 10 ," $120,676.00 ",93," $339,598.00 ", -   , -   , $-   ,0, $-   
02128300,INSTITUTE FOR BUSINESS & TECHNOLOGY,CA,950511303,PROPRIETARY, 13 , 15 ," $44,161.00 ",125," $231,274.00 ", 52 , 55 ," $96,014.00 ",199," $383,877.00 ", 1 , 1 , $150.00 ,7," $21,924.00 ", -   , -   , $-   ,0, $-   
02138300,PALO ALTO UNIVERSITY,CA,943041337,PRIVATE, 29 , 29 ," $93,863.00 ",29," $93,863.00 ", 28 , 28 ," $157,011.00 ",28," $157,011.00 ", -   , -   , $-   ,0, $-   , 24 , 25 ," $159,107.00 ",27," $181,323.00 "
02147400,CLEVELAND CHIROPRACTIC COLLEGE,CA,900042196,PRIVATE, 134 , 135 ," $1,011,050.00 ",336," $1,313,408.00 ", 135 , 136 ," $2,685,763.00 ",333," $3,477,667.00 ", 2 , 2 ," $37,227.00 ",6," $48,177.00 ", 20 , 22 ," $132,720.00 ",52," $178,643.00 "
02161800,MUSICIANS INSTITUTE,CA,900286157,PROPRIETARY, 267 , 269 ," $788,268.00 ",941," $1,128,669.00 ", 274 , 278 ," $1,035,834.00 ",974," $1,411,315.00 ", 75 , 78 ," $1,475,906.00 ",336," $2,533,972.00 ", -   , -   , $-   ,0, $-   
02179900,ARGOSY UNIVERSITY,CA,928684844,PROPRIETARY, 328 , 335 ," $1,340,726.00 ","1,824"," $4,973,581.00 ", 434 , 460 ," $2,303,800.00 ","2,016"," $7,245,053.00 ", 6 , 6 ," $42,700.00 ",16," $70,915.00 ", 69 , 71 ," $729,656.00 ",140," $1,061,442.00 "
02184900,PALMER COLLEGE OF CHIROPRACTIC WEST,CA,951341617,PRIVATE, 64 , 64 ," $222,013.00 ",203," $594,853.00 ", 64 , 68 ," $555,522.00 ",208," $1,608,530.00 ", -   , -   , $-   ,0, $-   , 46 , 52 ," $155,682.00 ",107," $278,840.00 "
02187500,HEALD COLLEGE,CA,945208522,PROPRIETARY, 490 , 517 ," $1,652,869.00 ","2,338"," $2,845,221.00 ", 474 , 864 ," $2,327,072.00 ","4,106"," $4,147,341.00 ", 37 , 38 ," $206,662.00 ",126," $288,296.00 ", -   , -   , $-   ,0, $-   
02220200,CALIFORNIA CULINARY ACADEMY,CA,941035134,PROPRIETARY, 56 , 56 ," $183,817.00 ",266," $495,179.00 ", 55 , 56 ," $243,565.00 ",259," $650,822.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02222000,AMERICAN FILM INSTITUTE CONSERVATORY,CA,900271625,PRIVATE, 81 , 81 ," $676,152.00 ",142," $745,054.00 ", 67 , 67 ," $776,528.00 ",128," $889,587.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $1,781.00 ",1," $1,781.00 "
02226000,EAST LOS ANGELES COLLEGE,CA,917546099,PUBLIC, 79 , 79 ," $282,466.00 ",93," $304,795.00 ", 48 , 48 ," $157,538.00 ",59," $171,198.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02228500,LIFE CHIROPRACTIC COLLEGE WEST,CA,945452800,PRIVATE, 12 , 12 ," $94,166.00 ",268," $766,105.00 ", 18 , 20 ," $264,287.00 ",275," $2,011,287.00 ", -   , -   , $-   ,0, $-   , 20 , 22 ," $105,425.00 ",85," $161,540.00 "
02231900,GEMOLOGICAL INSTITUTE OF AMERICA,CA,920084602,PRIVATE, 8 , 8 ," $23,765.00 ",38," $55,745.00 ", 6 , 6 ," $24,340.00 ",35," $68,696.00 ", 1 , 1 ," $12,000.00 ",4," $23,250.00 ", -   , -   , $-   ,0, $-   
02234300,FASHION CAREERS OF CALIFORNIA COLLEGE,CA,921103555,PROPRIETARY, 13 , 13 ," $44,063.00 ",80," $91,313.00 ", 14 , 14 ," $49,305.00 ",79," $108,444.00 ", 2 , 2 ," $23,284.00 ",7," $32,105.00 ", -   , -   , $-   ,0, $-   
02237200,PHILLIPS GRADUATE INSTITUTE,CA,913115541,PRIVATE, 41 , 41 ," $324,025.00 ",122," $519,525.00 ", 44 , 44 ," $479,465.00 ",128," $768,215.00 ", -   , -   , $-   ,0, $-   , 21 , 25 ," $211,742.00 ",53," $299,368.00 "
02241800,AMERICAN CAREER COLLEGE,CA,900046818,PROPRIETARY, 448 , 451 ," $1,583,951.00 ","2,268"," $4,015,088.00 ", 418 , 420 ," $1,947,026.00 ","2,149"," $5,356,274.00 ", 90 , 90 ," $611,849.00 ",302," $1,047,050.00 ", -   , -   , $-   ,0, $-   
02242700,BERKELEY CITY COLLEGE,CA,947041183,PUBLIC, 29 , 29 ," $75,250.00 ",62," $86,572.00 ", 30 , 30 ," $80,000.00 ",62," $89,050.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02267600,INSTITUTE OF TRANSPERSONAL PSYCHOLOGY,CA,943034624,PRIVATE, 2 , 2 ," $10,625.00 ",44," $98,609.00 ", 2 , 2 ," $15,000.00 ",61," $217,211.00 ", -   , -   , $-   ,0, $-   , 9 , 10 ," $50,000.00 ",13," $60,000.00 "
02270600,LIFE PACIFIC COLLEGE,CA,917733298,PRIVATE, 10 , 11 ," $28,102.00 ",69," $103,500.00 ", 6 , 6 ," $26,000.00 ",61," $109,360.00 ", 2 , 3 ," $4,483.00 ",3," $4,483.00 ", -   , -   , $-   ,0, $-   
02276800,WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA,CA,920274128,PRIVATE, 2 , 2 ," $17,000.00 ",5," $27,625.00 ", 3 , 3 ," $14,500.00 ",6," $24,250.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02277400,SOUTH COAST COLLEGE,CA,928688124,PROPRIETARY, 18 , 18 ," $76,536.00 ",360," $454,164.00 ", 20 , 20 ," $94,496.00 ",409," $674,996.00 ", 2 , 2 ," $11,452.00 ",12," $22,256.00 ", -   , -   , $-   ,0, $-   
02282300,ALHAMBRA BEAUTY COLLEGE,CA,918017494,PROPRIETARY, 1 , 1 ," $3,500.00 ",2," $3,500.00 ", 1 , 1 ," $6,000.00 ",2," $6,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02291500,ITT TECHNICAL INSTITUTE,CA,917732933,PROPRIETARY, 432 , 443 ," $1,398,277.00 ","1,942"," $2,573,269.00 ", 417 , 422 ," $2,027,710.00 ","1,895"," $3,538,403.00 ", 31 , 32 ," $268,377.00 ",160," $515,514.00 ", -   , -   , $-   ,0, $-   
02291600,ITT TECHNICAL INSTITUTE,CA,921232662,PROPRIETARY, 394 , 401 ," $1,262,549.00 ","2,018"," $2,657,826.00 ", 362 , 369 ," $1,841,693.00 ","1,936"," $3,696,294.00 ", 23 , 24 ," $194,426.00 ",157," $519,234.00 ", -   , -   , $-   ,0, $-   
02298000,DESIGN INSTITUTE OF SAN DIEGO,CA,921212685,PROPRIETARY, 41 , 42 ," $179,724.00 ",94," $207,081.00 ", 48 , 52 ," $215,943.00 ",111," $280,971.00 ", 1 , 2 ," $20,000.00 ",5," $30,750.00 ", -   , -   , $-   ,0, $-   
02304300,PLATT COLLEGE - SAN DIEGO,CA,921153979,PROPRIETARY, 15 , 16 ," $51,552.00 ",57," $131,801.00 ", 14 , 20 ," $53,974.00 ",73," $122,706.00 ", 1 , 1 ," $13,284.00 ",6," $38,941.00 ", -   , -   , $-   ,0, $-   
02306300,KAPLAN COLLEGE,CA,953689083,PROPRIETARY, 51 , 51 ," $155,215.00 ",322," $506,949.00 ", 25 , 26 ," $56,870.00 ",291," $415,935.00 ", -   , -   , $-   ,25," $38,867.00 ", -   , -   , $-   ,0, $-   
02312400,LA COLLEGE INTERNATIONAL,CA,900101308,PROPRIETARY, 277 , 278 ," $956,409.00 ",570," $1,082,870.00 ", 281 , 284 ," $1,408,644.00 ",585," $1,596,108.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02321800,ITT TECHNICAL INSTITUTE,CA,913423664,PROPRIETARY, 414 , 421 ," $1,248,806.00 ","2,033"," $2,649,278.00 ", 377 , 383 ," $1,842,562.00 ","1,915"," $3,551,492.00 ", 31 , 31 ," $200,136.00 ",215," $745,130.00 ", -   , -   , $-   ,0, $-   
02321900,ITT TECHNICAL INSTITUTE,CA,928015454,PROPRIETARY, 361 , 364 ," $1,218,987.00 ","1,620"," $2,210,009.00 ", 346 , 352 ," $1,771,570.00 ","1,602"," $3,106,280.00 ", 28 , 30 ," $291,668.00 ",133," $504,419.00 ", -   , -   , $-   ,0, $-   
02327600,ART INSTITUTE OF CALIFORNIA - SAN DIEGO,CA,921084423,PROPRIETARY, 58 , 58 ," $170,666.00 ",217," $365,696.00 ", 58 , 65 ," $211,085.00 ",239," $435,319.00 ", 13 , 13 ," $199,062.00 ",49," $338,951.00 ", -   , -   , $-   ,0, $-   
02330500,LAGUNA COLLEGE OF ART AND DESIGN,CA,926511136,PRIVATE, 2 , 2 ," $2,000.00 ",2," $2,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02343400,BELLUS ACADEMY,CA,920644633,PROPRIETARY, 50 , 50 ," $160,014.00 ",94," $186,749.00 ", 47 , 47 ," $188,612.00 ",86," $217,500.00 ", 2 , 2 ," $22,320.00 ",7," $33,213.00 ", -   , -   , $-   ,0, $-   
02351900,KAPLAN COLLEGE,CA,958217012,PROPRIETARY, 60 , 61 ," $186,915.00 ",388," $543,624.00 ", 26 , 26 ," $63,786.00 ",356," $548,028.00 ", 3 , 4 ," $51,254.00 ",20," $59,558.00 ", -   , -   , $-   ,0, $-   
02358000,THOMAS AQUINAS COLLEGE,CA,930609622,PRIVATE, 5 , 5 ," $10,649.00 ",8," $10,649.00 ", 3 , 3 ," $10,328.00 ",5," $10,328.00 ", 1 , 1 ," $3,000.00 ",1," $3,000.00 ", -   , -   , $-   ,0, $-   
02518400,NATIONAL HISPANIC UNIVERSITY,CA,951273823,PROPRIETARY, 12 , 12 ," $28,344.00 ",19," $29,219.00 ", 8 , 8 ," $22,347.00 ",14," $29,822.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02520400,ADRIANS BEAUTY COLLEGE OF TURLOCK,CA,953805116,PROPRIETARY, 51 , 51 ," $174,450.00 ",133," $241,920.00 ", 42 , 42 ," $233,430.00 ",109," $322,430.00 ", 5 , 5 ," $46,200.00 ",10," $53,525.00 ", -   , -   , $-   ,0, $-   
02539100,KAPLAN COLLEGE,CA,916063231,PROPRIETARY, 45 , 45 ," $125,846.00 ",209," $329,674.00 ", 35 , 37 ," $75,148.00 ",209," $265,577.00 ", 1 , 1 ," $1,250.00 ",11," $29,012.00 ", -   , -   , $-   ,0, $-   
02539500,IRVINE VALLEY COLLEGE,CA,926184399,PUBLIC, 15 , 15 ," $42,335.00 ",200," $210,250.00 ", 12 , 12 ," $44,622.00 ",172," $242,779.00 ", -   , -   , $-   ,1," $5,000.00 ", -   , -   , $-   ,0, $-   
02542300,NATIONAL HOLISTIC INSTITUTE,CA,946082020,PROPRIETARY, 104 , 104 ," $345,932.00 ",302," $536,699.00 ", 108 , 109 ," $561,941.00 ",316," $898,850.00 ", 12 , 12 ," $104,846.00 ",27," $123,160.00 ", -   , -   , $-   ,0, $-   
02546400,MTI BUSINESS COLLEGE,CA,952074349,PROPRIETARY, 26 , 26 ," $88,098.00 ",69," $116,898.00 ", 20 , 20 ," $105,421.00 ",61," $154,296.00 ", 1 , 1 ," $3,438.00 ",2," $3,438.00 ", -   , -   , $-   ,0, $-   
02549000,KAPLAN COLLEGE,CA,920837736,PROPRIETARY, 57 , 57 ," $198,311.00 ",183," $331,285.00 ", 30 , 30 ," $113,734.00 ",171," $266,003.00 ", 1 , 1 ," $10,428.00 ",2," $12,069.00 ", -   , -   , $-   ,0, $-   
02553500,ASSOCIATED TECHNICAL COLLEGE,CA,921013245,PROPRIETARY, 36 , 36 ," $126,000.00 ",87," $152,250.00 ", 11 , 11 ," $50,419.00 ",26," $64,625.00 ", 2 , 2 ," $11,212.00 ",7," $17,197.00 ", -   , -   , $-   ,0, $-   
02553600,DIVERSIFIED LANGUAGE INSTITUTE,CA,900171604,PROPRIETARY, 11 , 11 ," $38,447.00 ",34," $62,974.00 ", 7 , 7 ," $21,077.00 ",14," $22,214.00 ", 2 , 2 ," $7,000.00 ",4," $7,000.00 ", -   , -   , $-   ,0, $-   
02559300,UNITED EDUCATION INSTITUTE,CA,902552933,PROPRIETARY," 2,317 "," 2,323 "," $7,992,450.00 ","7,109"," $12,407,040.00 "," 2,281 "," 3,866 "," $12,068,053.00 ","11,949"," $18,462,613.00 ", 180 , 181 ," $1,007,411.00 ",525," $1,484,460.00 ", -   , -   , $-   ,0, $-   
02559400,INTERCOAST COLLEGES,CA,928681656,PROPRIETARY, 690 , 711 ," $1,885,918.00 ","1,411"," $2,380,068.00 ", 604 ," 1,121 "," $2,708,503.00 ","2,439"," $3,531,190.00 ", 12 , 12 ," $96,160.00 ",25," $105,852.00 ", -   , -   , $-   ,0, $-   
02565400,KAPLAN COLLEGE,CA,952076216,PROPRIETARY, -   , -   , $-   ,62," $76,745.00 ", -   , -   , $-   ,49," $70,115.00 ", -   , -   , $-   ,6," $18,424.00 ", -   , -   , $-   ,0, $-   
02570300,LOS ANGELES ORT TECHNICAL INSTITUTE,CA,900484904,PRIVATE, 79 , 79 ," $262,135.00 ",190," $323,246.00 ", 71 , 71 ," $184,797.00 ",164," $212,303.00 ", 1 , 1 ," $1,686.00 ",3," $3,075.00 ", -   , -   , $-   ,0, $-   
02577900,SANTA BARBARA BUSINESS COLLEGE,CA,933091664,PROPRIETARY, 50 , 50 ," $167,880.00 ",119," $185,139.00 ", 27 , 28 ," $81,558.00 ",72," $99,956.00 ", -   , -   , $-   ,1," $1,033.00 ", -   , -   , $-   ,0, $-   
02578000,SANTA BARBARA BUSINESS COLLEGE,CA,934546943,PROPRIETARY, 1 , 1 ," $2,375.00 ",6," $6,994.00 ", 1 , 1 ," $3,116.00 ",6," $7,762.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02584200,NEWBRIDGE COLLEGE,CA,927058605,PROPRIETARY, 153 , 153 ," $504,584.00 ",413," $737,251.00 ", 152 , 154 ," $588,536.00 ",432," $846,732.00 ", 9 , 9 ," $26,870.00 ",34," $67,713.00 ", -   , -   , $-   ,0, $-   
02593100,HEALD COLLEGE,CA,956785303,PROPRIETARY, 456 , 461 ," $1,450,817.00 ","1,991"," $2,480,205.00 ", 459 , 850 ," $2,045,026.00 ","3,684"," $3,453,910.00 ", 14 , 14 ," $66,596.00 ",58," $117,491.00 ", -   , -   , $-   ,0, $-   
02593200,HEALD COLLEGE,CA,950358008,PROPRIETARY, 621 , 627 ," $1,992,048.00 ","2,717"," $3,300,502.00 ", 594 ," 1,012 "," $2,630,335.00 ","4,507"," $4,339,705.00 ", 50 , 52 ," $244,174.00 ",220," $404,745.00 ", -   , -   , $-   ,0, $-   
02593300,HEALD COLLEGE,CA,952105667,PROPRIETARY, 654 , 668 ," $2,216,006.00 ","2,813"," $3,645,987.00 ", 717 ," 1,331 "," $3,104,922.00 ","5,611"," $5,082,956.00 ", 21 , 22 ," $88,686.00 ",73," $144,814.00 ", -   , -   , $-   ,0, $-   
02596400,CRIMSON TECHNICAL COLLEGE,CA,903012904,PROPRIETARY, 166 , 167 ," $558,755.00 ",424," $736,192.00 ", 165 , 244 ," $713,673.00 ",658," $952,637.00 ", 17 , 17 ," $105,697.00 ",43," $132,616.00 ", -   , -   , $-   ,0, $-   
02597300,SOUTH BAYLO UNIVERSITY,CA,928011701,PRIVATE, 56 , 57 ," $324,345.00 ",237," $660,248.00 ", 36 , 36 ," $229,644.00 ",144," $465,108.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,4," $25,583.00 "
02602300,CENTRAL COAST COLLEGE,CA,939013301,PROPRIETARY, -   , -   , $-   ,75," $64,535.00 ", -   , -   , $-   ,57," $40,227.00 ", -   , -   , $-   ,12," $10,243.00 ", -   , -   , $-   ,0, $-   
02609000,EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE,CA,904035609,PROPRIETARY, 44 , 44 ," $349,082.00 ",240," $666,259.00 ", 36 , 36 ," $372,690.00 ",202," $762,115.00 ", -   , -   , $-   ,0, $-   , 5 , 5 ," $22,226.00 ",26," $43,411.00 "
02612800,LOS ANGELES RECORDING SCHOOL,CA,900283112,PROPRIETARY, 14 , 14 ," $49,345.00 ",152," $273,194.00 ", 14 , 14 ," $71,500.00 ",153," $365,426.00 ", 2 , 4 ," $40,000.00 ",47," $394,981.00 ", -   , -   , $-   ,0, $-   
02619300,SAMRA UNIVERSITY OF ORIENTAL MEDICINE,CA,900151019,PRIVATE, 13 , 13 ," $60,831.00 ",64," $157,121.00 ", 13 , 13 ," $66,446.00 ",64," $175,202.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03019900,CAPSTONE COLLEGE,CA,914024924,PROPRIETARY, 6 , 6 ," $20,417.00 ",22," $35,876.00 ", 6 , 6 ," $15,318.00 ",23," $27,373.00 ", 1 , 1 ," $8,435.00 ",2," $8,435.00 ", -   , -   , $-   ,0, $-   
03027700,PACIFIC COLLEGE OF ORIENTAL MEDICINE,CA,921084408,PROPRIETARY, 1 , 1 ," $8,500.00 ",2," $12,750.00 ", 1 , 1 ," $8,367.00 ",3," $15,105.00 ", -   , -   , $-   ,0, $-   , 9 , 10 ," $116,902.00 ",45," $316,258.00 "
03034000,HEALD COLLEGE,CA,939065100,PROPRIETARY, 563 , 572 ," $1,812,022.00 ","2,279"," $2,806,758.00 ", 532 , 856 ," $2,259,164.00 ","3,468"," $3,460,113.00 ", 18 , 18 ," $90,609.00 ",84," $156,371.00 ", -   , -   , $-   ,0, $-   
03035700,LAS POSITAS COLLEGE,CA,945516750,PUBLIC, 18 , 18 ," $60,250.00 ",29," $58,500.00 ", 14 , 15 ," $50,478.00 ",25," $52,679.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03039900,FREMONT COLLEGE,CA,907035342,PROPRIETARY, 109 , 110 ," $408,891.00 ",409," $559,525.00 ", 110 , 118 ," $548,529.00 ",428," $773,791.00 ", 3 , 3 ," $19,967.00 ",14," $38,163.00 ", -   , -   , $-   ,0, $-   
03043900,NEWSCHOOL OF ARCHITECTURE AND DESIGN,CA,921016634,PROPRIETARY, 57 , 57 ," $293,908.00 ",310," $657,280.00 ", 57 , 81 ," $364,453.00 ",392," $880,391.00 ", 4 , 4 ," $56,631.00 ",22," $123,622.00 ", 17 , 17 ," $218,986.00 ",75," $442,686.00 "
03044500,KAPLAN COLLEGE,CA,914024222,PROPRIETARY, 5 , 5 ," $11,504.00 ",175," $201,651.00 ", 4 , 4 ," $11,289.00 ",174," $259,107.00 ", -   , -   , $-   ,18," $32,679.00 ", -   , -   , $-   ,0, $-   
03062300,WESTECH COLLEGE,CA,917644988,PROPRIETARY, 168 , 168 ," $557,938.00 ",517," $891,395.00 ", 212 , 224 ," $880,633.00 ",652," $1,387,829.00 ", 3 , 3 ," $21,750.00 ",18," $57,576.00 ", -   , -   , $-   ,0, $-   
03062700,PLATT COLLEGE,CA,918039998,PROPRIETARY, 103 , 105 ," $424,167.00 ",564," $842,407.00 ", 100 , 103 ," $517,445.00 ",548," $1,008,204.00 ", 14 , 14 ," $122,316.00 ",61," $194,398.00 ", -   , -   , $-   ,0, $-   
03063400,MODERN TECHNOLOGY SCHOOL,CA,927081336,PROPRIETARY, 36 , 36 ," $115,138.00 ",98," $160,335.00 ", 27 , 27 ," $104,906.00 ",76," $170,325.00 ", 2 , 2 ," $21,723.00 ",5," $32,224.00 ", -   , -   , $-   ,0, $-   
03067500,INSTITUTE OF TECHNOLOGY,CA,936123217,PROPRIETARY, -   , -   , $-   ,5," $1,350.00 ", -   , -   , $-   ,1, $827.00 , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03069500,SAGE COLLEGE,CA,925576720,PROPRIETARY, 24 , 24 ," $70,046.00 ",453," $460,519.00 ", 33 , 34 ," $110,580.00 ",470," $547,407.00 ", 4 , 4 ," $20,754.00 ",34," $57,551.00 ", -   , -   , $-   ,0, $-   
03070400,ITT TECHNICAL INSTITUTE,CA,924083519,PROPRIETARY, 336 , 347 ," $1,044,596.00 ","2,031"," $2,591,109.00 ", 303 , 310 ," $1,500,113.00 ","1,916"," $3,537,135.00 ", 22 , 22 ," $249,500.00 ",174," $590,182.00 ", -   , -   , $-   ,0, $-   
03072300,EVEREST COLLEGE,CA,917613222,PROPRIETARY, 400 , 402 ," $1,326,018.00 ","1,572"," $2,692,428.00 ", 385 , 557 ," $2,084,390.00 ","2,432"," $4,420,462.00 ", 17 , 17 ," $123,795.00 ",63," $245,982.00 ", -   , -   , $-   ,0, $-   
03072700,WESTWOOD COLLEGE - LOS ANGELES,CA,900101577,PROPRIETARY," 1,978 "," 2,024 "," $6,830,904.00 ","8,505"," $12,180,651.00 "," 2,064 "," 2,155 "," $10,101,529.00 ","8,880"," $16,923,067.00 ", 176 , 177 ," $1,369,904.00 ",614," $1,847,581.00 ", -   , -   , $-   ,0, $-   
03078200,AMERICAN COLLEGE OF TRADITIONAL CHINESE MEDICINE,CA,941072813,PRIVATE, 33 , 33 ," $267,279.00 ",160," $474,655.00 ", 36 , 36 ," $388,520.00 ",159," $652,976.00 ", -   , -   , $-   ,0, $-   , 19 , 19 ," $181,930.00 ",58," $247,807.00 "
03087400,ITT TECHNICAL INSTITUTE,CA,905021356,PROPRIETARY, 553 , 562 ," $1,702,213.00 ","2,479"," $3,297,608.00 ", 503 , 506 ," $2,457,790.00 ","2,373"," $4,583,015.00 ", 29 , 30 ," $259,269.00 ",177," $610,508.00 ", -   , -   , $-   ,0, $-   
03098200,YO SAN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,CA,900661103,PRIVATE, 1 , 2 ," $8,500.00 ",24," $95,647.00 ", 2 , 3 ," $15,431.00 ",27," $138,581.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $24,706.00 ",8," $35,638.00 "
03108100,SUMMIT COLLEGE,CA,923243956,PROPRIETARY, 238 , 238 ," $848,091.00 ",983," $1,715,679.00 ", 232 , 232 ," $1,262,842.00 ",962," $2,559,659.00 ", 11 , 11 ," $137,250.00 ",46," $247,252.00 ", -   , -   , $-   ,0, $-   
03109500,DONGGUK UNIVERSITY LOS ANGELES,CA,900201765,PRIVATE, 19 , 20 ," $98,450.00 ",120," $215,463.00 ", 14 , 15 ," $129,390.00 ",91," $225,518.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $16,400.00 ",7," $31,775.00 "
03113600,SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,928053758,PROPRIETARY, 114 , 116 ," $429,614.00 ",496," $640,049.00 ", 99 , 102 ," $451,394.00 ",475," $771,462.00 ", 8 , 9 ," $41,329.00 ",34," $56,706.00 ", -   , -   , $-   ,0, $-   
03125400,ART INSTITUTE OF CALIFORNIA-HOLLYWOOD (THE),CA,916013112,PROPRIETARY, 63 , 68 ," $196,819.00 ",335," $534,573.00 ", 58 , 61 ," $248,835.00 ",326," $658,928.00 ", 8 , 8 ," $109,503.00 ",82," $571,173.00 ", -   , -   , $-   ,0, $-   
03125800,PREMIERE CAREER COLLEGE,CA,917063746,PROPRIETARY, 100 , 100 ," $357,883.00 ",292," $537,275.00 ", 110 , 110 ," $417,937.00 ",309," $626,410.00 ", 3 , 3 ," $8,865.00 ",5," $9,786.00 ", -   , -   , $-   ,0, $-   
03126800,PACIFICA GRADUATE INSTITUTE,CA,930133019,PROPRIETARY, 18 , 18 ," $133,323.00 ","1,021"," $2,169,590.00 ", 24 , 24 ," $297,342.00 ","1,118"," $3,755,990.00 ", -   , -   , $-   ,0, $-   , 35 , 36 ," $390,456.00 ",695," $2,961,715.00 "
